"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Sexe","Nombre"
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Cap home",261
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Cap home",2118
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Cap home",1211
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Cap home",2371
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Cap home",5167
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Cap home",3462
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Cap home",1640
2019,6,"Gràcia",29,"el Coll","Cap home",792
2019,6,"Gràcia",30,"la Salut","Cap home",1456
2019,6,"Gràcia",31,"la Vila de Gràcia","Cap home",7047
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Cap home",4182
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Cap home",2865
2019,7,"Horta-Guinardó",34,"Can Baró","Cap home",958
2019,7,"Horta-Guinardó",35,"el Guinardó","Cap home",3811
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Cap home",766
2019,7,"Horta-Guinardó",37,"el Carmel","Cap home",2827
2019,7,"Horta-Guinardó",38,"la Teixonera","Cap home",1074
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Cap home",699
2019,7,"Horta-Guinardó",40,"Montbau","Cap home",576
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Cap home",528
2019,7,"Horta-Guinardó",42,"la Clota","Cap home",65
2019,7,"Horta-Guinardó",43,"Horta","Cap home",2544
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Cap home",2660
2019,8,"Nou Barris",45,"Porta","Cap home",2558
2019,8,"Nou Barris",46,"el Turó de la Peira","Cap home",1614
2019,8,"Nou Barris",47,"Can Peguera","Cap home",246
2019,8,"Nou Barris",48,"la Guineueta","Cap home",1453
2019,8,"Nou Barris",49,"Canyelles","Cap home",573
2019,8,"Nou Barris",50,"les Roquetes","Cap home",1156
2019,8,"Nou Barris",51,"Verdun","Cap home",1275
2019,8,"Nou Barris",52,"la Prosperitat","Cap home",2435
2019,8,"Nou Barris",53,"la Trinitat Nova","Cap home",696
2019,8,"Nou Barris",54,"Torre Baró","Cap home",154
2019,8,"Nou Barris",55,"Ciutat Meridiana","Cap home",687
2019,8,"Nou Barris",56,"Vallbona","Cap home",74
2019,9,"Sant Andreu",57,"la Trinitat Vella","Cap home",599
2019,9,"Sant Andreu",58,"Baró de Viver","Cap home",197
2019,9,"Sant Andreu",59,"el Bon Pastor","Cap home",819
2019,9,"Sant Andreu",60,"Sant Andreu","Cap home",5274
2019,9,"Sant Andreu",61,"la Sagrera","Cap home",2737
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Cap home",1522
2019,9,"Sant Andreu",63,"Navas","Cap home",2210
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Cap home",4179
2019,10,"Sant Martí",65,"el Clot","Cap home",2367
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Cap home",1564
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Cap home",623
2019,10,"Sant Martí",68,"el Poblenou","Cap home",3031
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Cap home",1059
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Cap home",1751
2019,10,"Sant Martí",71,"Provençals del Poblenou","Cap home",1654
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Cap home",2582
2019,10,"Sant Martí",73,"la Verneda i la Pau","Cap home",2441
2019,1,"Ciutat Vella",1,"el Raval","1 home",7466
2019,1,"Ciutat Vella",2,"el Barri Gòtic","1 home",3116
2019,1,"Ciutat Vella",3,"la Barceloneta","1 home",3424
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","1 home",4945
2019,2,"Eixample",5,"el Fort Pienc","1 home",5838
2019,2,"Eixample",6,"la Sagrada Família","1 home",10249
2019,2,"Eixample",7,"la Dreta de l'Eixample","1 home",8501
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","1 home",8272
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","1 home",11374
2019,2,"Eixample",10,"Sant Antoni","1 home",7551
2019,3,"Sants-Montjuïc",11,"el Poble Sec","1 home",7268
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","1 home",220
2019,3,"Sants-Montjuïc",13,"la Marina de Port","1 home",5656
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","1 home",2026
2019,3,"Sants-Montjuïc",15,"Hostafrancs","1 home",3142
2019,3,"Sants-Montjuïc",16,"la Bordeta","1 home",3837
2019,3,"Sants-Montjuïc",17,"Sants - Badal","1 home",4804
2019,3,"Sants-Montjuïc",18,"Sants","1 home",7986
2019,4,"Les Corts",19,"les Corts","1 home",9005
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","1 home",4620
2019,4,"Les Corts",21,"Pedralbes","1 home",1840
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","1 home",709
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","1 home",3745
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","1 home",2320
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","1 home",4075
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","1 home",8083
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","1 home",5489
2019,6,"Gràcia",28,"Vallcarca i els Penitents","1 home",3112
2019,6,"Gràcia",29,"el Coll","1 home",1486
2019,6,"Gràcia",30,"la Salut","1 home",2532
2019,6,"Gràcia",31,"la Vila de Gràcia","1 home",10517
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","1 home",7034
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","1 home",5118
2019,7,"Horta-Guinardó",34,"Can Baró","1 home",1886
2019,7,"Horta-Guinardó",35,"el Guinardó","1 home",7521
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","1 home",1847
2019,7,"Horta-Guinardó",37,"el Carmel","1 home",6313
2019,7,"Horta-Guinardó",38,"la Teixonera","1 home",2386
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","1 home",1460
2019,7,"Horta-Guinardó",40,"Montbau","1 home",1040
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","1 home",1207
2019,7,"Horta-Guinardó",42,"la Clota","1 home",123
2019,7,"Horta-Guinardó",43,"Horta","1 home",5179
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","1 home",4970
2019,8,"Nou Barris",45,"Porta","1 home",4939
2019,8,"Nou Barris",46,"el Turó de la Peira","1 home",2876
2019,8,"Nou Barris",47,"Can Peguera","1 home",435
2019,8,"Nou Barris",48,"la Guineueta","1 home",3062
2019,8,"Nou Barris",49,"Canyelles","1 home",1439
2019,8,"Nou Barris",50,"les Roquetes","1 home",2815
2019,8,"Nou Barris",51,"Verdun","1 home",2417
2019,8,"Nou Barris",52,"la Prosperitat","1 home",5298
2019,8,"Nou Barris",53,"la Trinitat Nova","1 home",1322
2019,8,"Nou Barris",54,"Torre Baró","1 home",427
2019,8,"Nou Barris",55,"Ciutat Meridiana","1 home",1655
2019,8,"Nou Barris",56,"Vallbona","1 home",243
2019,9,"Sant Andreu",57,"la Trinitat Vella","1 home",1615
2019,9,"Sant Andreu",58,"Baró de Viver","1 home",485
2019,9,"Sant Andreu",59,"el Bon Pastor","1 home",2099
2019,9,"Sant Andreu",60,"Sant Andreu","1 home",11866
2019,9,"Sant Andreu",61,"la Sagrera","1 home",5794
2019,9,"Sant Andreu",62,"el Congrés i els Indians","1 home",2799
2019,9,"Sant Andreu",63,"Navas","1 home",4301
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","1 home",7890
2019,10,"Sant Martí",65,"el Clot","1 home",5135
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","1 home",3013
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","1 home",1662
2019,10,"Sant Martí",68,"el Poblenou","1 home",6443
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","1 home",2679
2019,10,"Sant Martí",70,"el Besòs i el Maresme","1 home",3741
2019,10,"Sant Martí",71,"Provençals del Poblenou","1 home",4120
2019,10,"Sant Martí",72,"Sant Martí de Provençals","1 home",5163
2019,10,"Sant Martí",73,"la Verneda i la Pau","1 home",5608
2019,1,"Ciutat Vella",1,"el Raval","2 homes",3137
2019,1,"Ciutat Vella",2,"el Barri Gòtic","2 homes",1135
2019,1,"Ciutat Vella",3,"la Barceloneta","2 homes",1129
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","2 homes",1659
2019,2,"Eixample",5,"el Fort Pienc","2 homes",2565
2019,2,"Eixample",6,"la Sagrada Família","2 homes",3990
2019,2,"Eixample",7,"la Dreta de l'Eixample","2 homes",3499
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","2 homes",3277
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","2 homes",4646
2019,2,"Eixample",10,"Sant Antoni","2 homes",2970
2019,3,"Sants-Montjuïc",11,"el Poble Sec","2 homes",2986
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","2 homes",87
2019,3,"Sants-Montjuïc",13,"la Marina de Port","2 homes",2656
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","2 homes",807
2019,3,"Sants-Montjuïc",15,"Hostafrancs","2 homes",1315
2019,3,"Sants-Montjuïc",16,"la Bordeta","2 homes",1623
2019,3,"Sants-Montjuïc",17,"Sants - Badal","2 homes",1923
2019,3,"Sants-Montjuïc",18,"Sants","2 homes",3271
2019,4,"Les Corts",19,"les Corts","2 homes",3768
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","2 homes",1995
2019,4,"Les Corts",21,"Pedralbes","2 homes",927
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","2 homes",413
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","2 homes",1902
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","2 homes",1241
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","2 homes",1933
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","2 homes",3669
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","2 homes",2332
2019,6,"Gràcia",28,"Vallcarca i els Penitents","2 homes",1282
2019,6,"Gràcia",29,"el Coll","2 homes",618
2019,6,"Gràcia",30,"la Salut","2 homes",1034
2019,6,"Gràcia",31,"la Vila de Gràcia","2 homes",3877
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","2 homes",2725
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","2 homes",2050
2019,7,"Horta-Guinardó",34,"Can Baró","2 homes",749
2019,7,"Horta-Guinardó",35,"el Guinardó","2 homes",2961
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","2 homes",821
2019,7,"Horta-Guinardó",37,"el Carmel","2 homes",2679
2019,7,"Horta-Guinardó",38,"la Teixonera","2 homes",1002
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","2 homes",562
2019,7,"Horta-Guinardó",40,"Montbau","2 homes",394
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","2 homes",481
2019,7,"Horta-Guinardó",42,"la Clota","2 homes",60
2019,7,"Horta-Guinardó",43,"Horta","2 homes",2141
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","2 homes",2062
2019,8,"Nou Barris",45,"Porta","2 homes",1997
2019,8,"Nou Barris",46,"el Turó de la Peira","2 homes",1149
2019,8,"Nou Barris",47,"Can Peguera","2 homes",173
2019,8,"Nou Barris",48,"la Guineueta","2 homes",1228
2019,8,"Nou Barris",49,"Canyelles","2 homes",595
2019,8,"Nou Barris",50,"les Roquetes","2 homes",1360
2019,8,"Nou Barris",51,"Verdun","2 homes",959
2019,8,"Nou Barris",52,"la Prosperitat","2 homes",2157
2019,8,"Nou Barris",53,"la Trinitat Nova","2 homes",594
2019,8,"Nou Barris",54,"Torre Baró","2 homes",237
2019,8,"Nou Barris",55,"Ciutat Meridiana","2 homes",817
2019,8,"Nou Barris",56,"Vallbona","2 homes",113
2019,9,"Sant Andreu",57,"la Trinitat Vella","2 homes",778
2019,9,"Sant Andreu",58,"Baró de Viver","2 homes",192
2019,9,"Sant Andreu",59,"el Bon Pastor","2 homes",1074
2019,9,"Sant Andreu",60,"Sant Andreu","2 homes",5007
2019,9,"Sant Andreu",61,"la Sagrera","2 homes",2424
2019,9,"Sant Andreu",62,"el Congrés i els Indians","2 homes",1157
2019,9,"Sant Andreu",63,"Navas","2 homes",1804
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","2 homes",3150
2019,10,"Sant Martí",65,"el Clot","2 homes",2348
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","2 homes",1298
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","2 homes",878
2019,10,"Sant Martí",68,"el Poblenou","2 homes",3019
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","2 homes",1212
2019,10,"Sant Martí",70,"el Besòs i el Maresme","2 homes",1777
2019,10,"Sant Martí",71,"Provençals del Poblenou","2 homes",1784
2019,10,"Sant Martí",72,"Sant Martí de Provençals","2 homes",2078
2019,10,"Sant Martí",73,"la Verneda i la Pau","2 homes",2433
2019,1,"Ciutat Vella",1,"el Raval","3 homes",1415
2019,1,"Ciutat Vella",2,"el Barri Gòtic","3 homes",377
2019,1,"Ciutat Vella",3,"la Barceloneta","3 homes",336
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","3 homes",525
2019,2,"Eixample",5,"el Fort Pienc","3 homes",862
2019,2,"Eixample",6,"la Sagrada Família","3 homes",1283
2019,2,"Eixample",7,"la Dreta de l'Eixample","3 homes",1169
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","3 homes",1098
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","3 homes",1487
2019,2,"Eixample",10,"Sant Antoni","3 homes",970
2019,3,"Sants-Montjuïc",11,"el Poble Sec","3 homes",1014
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","3 homes",43
2019,3,"Sants-Montjuïc",13,"la Marina de Port","3 homes",817
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","3 homes",253
2019,3,"Sants-Montjuïc",15,"Hostafrancs","3 homes",392
2019,3,"Sants-Montjuïc",16,"la Bordeta","3 homes",441
2019,3,"Sants-Montjuïc",17,"Sants - Badal","3 homes",598
2019,3,"Sants-Montjuïc",18,"Sants","3 homes",987
2019,4,"Les Corts",19,"les Corts","3 homes",1146
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","3 homes",622
2019,4,"Les Corts",21,"Pedralbes","3 homes",368
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","3 homes",180
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","3 homes",814
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","3 homes",593
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","3 homes",810
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","3 homes",1363
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","3 homes",807
2019,6,"Gràcia",28,"Vallcarca i els Penitents","3 homes",412
2019,6,"Gràcia",29,"el Coll","3 homes",186
2019,6,"Gràcia",30,"la Salut","3 homes",336
2019,6,"Gràcia",31,"la Vila de Gràcia","3 homes",1120
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","3 homes",811
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","3 homes",625
2019,7,"Horta-Guinardó",34,"Can Baró","3 homes",232
2019,7,"Horta-Guinardó",35,"el Guinardó","3 homes",909
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","3 homes",272
2019,7,"Horta-Guinardó",37,"el Carmel","3 homes",792
2019,7,"Horta-Guinardó",38,"la Teixonera","3 homes",316
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","3 homes",185
2019,7,"Horta-Guinardó",40,"Montbau","3 homes",101
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","3 homes",125
2019,7,"Horta-Guinardó",42,"la Clota","3 homes",26
2019,7,"Horta-Guinardó",43,"Horta","3 homes",631
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","3 homes",636
2019,8,"Nou Barris",45,"Porta","3 homes",614
2019,8,"Nou Barris",46,"el Turó de la Peira","3 homes",417
2019,8,"Nou Barris",47,"Can Peguera","3 homes",59
2019,8,"Nou Barris",48,"la Guineueta","3 homes",390
2019,8,"Nou Barris",49,"Canyelles","3 homes",179
2019,8,"Nou Barris",50,"les Roquetes","3 homes",476
2019,8,"Nou Barris",51,"Verdun","3 homes",321
2019,8,"Nou Barris",52,"la Prosperitat","3 homes",662
2019,8,"Nou Barris",53,"la Trinitat Nova","3 homes",196
2019,8,"Nou Barris",54,"Torre Baró","3 homes",101
2019,8,"Nou Barris",55,"Ciutat Meridiana","3 homes",362
2019,8,"Nou Barris",56,"Vallbona","3 homes",37
2019,9,"Sant Andreu",57,"la Trinitat Vella","3 homes",331
2019,9,"Sant Andreu",58,"Baró de Viver","3 homes",83
2019,9,"Sant Andreu",59,"el Bon Pastor","3 homes",364
2019,9,"Sant Andreu",60,"Sant Andreu","3 homes",1422
2019,9,"Sant Andreu",61,"la Sagrera","3 homes",729
2019,9,"Sant Andreu",62,"el Congrés i els Indians","3 homes",344
2019,9,"Sant Andreu",63,"Navas","3 homes",575
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","3 homes",915
2019,10,"Sant Martí",65,"el Clot","3 homes",757
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","3 homes",392
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","3 homes",307
2019,10,"Sant Martí",68,"el Poblenou","3 homes",958
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","3 homes",384
2019,10,"Sant Martí",70,"el Besòs i el Maresme","3 homes",641
2019,10,"Sant Martí",71,"Provençals del Poblenou","3 homes",596
2019,10,"Sant Martí",72,"Sant Martí de Provençals","3 homes",659
2019,10,"Sant Martí",73,"la Verneda i la Pau","3 homes",759
2019,1,"Ciutat Vella",1,"el Raval","4 homes o més",1340
2019,1,"Ciutat Vella",2,"el Barri Gòtic","4 homes o més",229
2019,1,"Ciutat Vella",3,"la Barceloneta","4 homes o més",165
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","4 homes o més",269
2019,2,"Eixample",5,"el Fort Pienc","4 homes o més",271
2019,2,"Eixample",6,"la Sagrada Família","4 homes o més",363
2019,2,"Eixample",7,"la Dreta de l'Eixample","4 homes o més",330
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","4 homes o més",335
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","4 homes o més",449
2019,2,"Eixample",10,"Sant Antoni","4 homes o més",404
2019,3,"Sants-Montjuïc",11,"el Poble Sec","4 homes o més",644
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","4 homes o més",13
2019,3,"Sants-Montjuïc",13,"la Marina de Port","4 homes o més",323
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","4 homes o més",105
2019,3,"Sants-Montjuïc",15,"Hostafrancs","4 homes o més",162
2019,3,"Sants-Montjuïc",16,"la Bordeta","4 homes o més",160
2019,3,"Sants-Montjuïc",17,"Sants - Badal","4 homes o més",211
2019,3,"Sants-Montjuïc",18,"Sants","4 homes o més",314
2019,4,"Les Corts",19,"les Corts","4 homes o més",284
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","4 homes o més",149
2019,4,"Les Corts",21,"Pedralbes","4 homes o més",139
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","4 homes o més",56
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","4 homes o més",297
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","4 homes o més",237
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","4 homes o més",271
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","4 homes o més",467
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","4 homes o més",225
2019,6,"Gràcia",28,"Vallcarca i els Penitents","4 homes o més",109
2019,6,"Gràcia",29,"el Coll","4 homes o més",48
2019,6,"Gràcia",30,"la Salut","4 homes o més",95
2019,6,"Gràcia",31,"la Vila de Gràcia","4 homes o més",284
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","4 homes o més",201
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","4 homes o més",188
2019,7,"Horta-Guinardó",34,"Can Baró","4 homes o més",61
2019,7,"Horta-Guinardó",35,"el Guinardó","4 homes o més",264
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","4 homes o més",40
2019,7,"Horta-Guinardó",37,"el Carmel","4 homes o més",268
2019,7,"Horta-Guinardó",38,"la Teixonera","4 homes o més",73
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","4 homes o més",42
2019,7,"Horta-Guinardó",40,"Montbau","4 homes o més",36
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","4 homes o més",28
2019,7,"Horta-Guinardó",42,"la Clota","4 homes o més",6
2019,7,"Horta-Guinardó",43,"Horta","4 homes o més",163
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","4 homes o més",192
2019,8,"Nou Barris",45,"Porta","4 homes o més",150
2019,8,"Nou Barris",46,"el Turó de la Peira","4 homes o més",186
2019,8,"Nou Barris",47,"Can Peguera","4 homes o més",22
2019,8,"Nou Barris",48,"la Guineueta","4 homes o més",77
2019,8,"Nou Barris",49,"Canyelles","4 homes o més",24
2019,8,"Nou Barris",50,"les Roquetes","4 homes o més",184
2019,8,"Nou Barris",51,"Verdun","4 homes o més",122
2019,8,"Nou Barris",52,"la Prosperitat","4 homes o més",218
2019,8,"Nou Barris",53,"la Trinitat Nova","4 homes o més",116
2019,8,"Nou Barris",54,"Torre Baró","4 homes o més",57
2019,8,"Nou Barris",55,"Ciutat Meridiana","4 homes o més",191
2019,8,"Nou Barris",56,"Vallbona","4 homes o més",19
2019,9,"Sant Andreu",57,"la Trinitat Vella","4 homes o més",221
2019,9,"Sant Andreu",58,"Baró de Viver","4 homes o més",35
2019,9,"Sant Andreu",59,"el Bon Pastor","4 homes o més",134
2019,9,"Sant Andreu",60,"Sant Andreu","4 homes o més",258
2019,9,"Sant Andreu",61,"la Sagrera","4 homes o més",208
2019,9,"Sant Andreu",62,"el Congrés i els Indians","4 homes o més",125
2019,9,"Sant Andreu",63,"Navas","4 homes o més",173
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","4 homes o més",285
2019,10,"Sant Martí",65,"el Clot","4 homes o més",200
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","4 homes o més",116
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","4 homes o més",55
2019,10,"Sant Martí",68,"el Poblenou","4 homes o més",249
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","4 homes o més",86
2019,10,"Sant Martí",70,"el Besòs i el Maresme","4 homes o més",437
2019,10,"Sant Martí",71,"Provençals del Poblenou","4 homes o més",158
2019,10,"Sant Martí",72,"Sant Martí de Provençals","4 homes o més",189
2019,10,"Sant Martí",73,"la Verneda i la Pau","4 homes o més",214
