ID_Pas,Codi_Pas,M2_Pas,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Longitud,Latitud,X_ETRS89,Y_ETRS89,Data_Alta,Data_Baixa
7680176,255128000_Taco,4.99,3,Sants-Montjuïc,17,Sants-Badal,2.1691926,41.3853557,430536.055,4581869.573,2000/01/01,2019/10/23
7680184,255128000_Taco,6.97,3,Sants-Montjuïc,17,Sants-Badal,2.1666983,41.3849425,430327.060,4581825.678,2000/01/01,2020/05/26
7680196,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1620504,41.3842168,429937.659,4581748.948,2000/01/01,2020/05/26
7680279,255128000_Taco,2.32,3,Sants-Montjuïc,17,Sants-Badal,2.1289309,41.3791572,427162.814,4581214.519,2000/01/01,2020/06/22
7680288,255128000_Taco,2.54,3,Sants-Montjuïc,17,Sants-Badal,2.1589037,41.4185008,429711.509,4585557.653,2000/01/01,2020/06/22
7680494,255128000_Taco,4.00,3,Sants-Montjuïc,17,Sants-Badal,2.1245814,41.3767965,426796.463,4580956.100,2000/01/01,
7680510,255128000_Taco,7.01,3,Sants-Montjuïc,17,Sants-Badal,2.1566839,41.3951084,429500.719,4582962.394,2000/01/01,
7680348,255128000_Taco,4.31,3,Sants-Montjuïc,17,Sants-Badal,2.1257425,41.3773275,426894.152,4581013.998,2000/01/01,2019/11/25
7680373,255128000_Taco,7.06,3,Sants-Montjuïc,17,Sants-Badal,2.1475618,41.3899500,428732.496,4582397.203,2000/01/01,
7680654,255128000_Taco,8.00,3,Sants-Montjuïc,17,Sants-Badal,2.1614386,41.4002676,429903.752,4583531.332,2000/01/01,2019/08/07
7680670,255128000_Taco,3.50,3,Sants-Montjuïc,17,Sants-Badal,2.1268091,41.3781262,426984.228,4581101.859,2000/01/01,
7680785,255128000_Taco,4.59,3,Sants-Montjuïc,17,Sants-Badal,2.1220952,41.3840103,426596.668,4581759.023,2000/01/01,
7680796,255128000_Taco,3.95,3,Sants-Montjuïc,17,Sants-Badal,2.1219049,41.3854968,426582.433,4581924.256,2000/01/01,
7680825,255128000_Taco,5.98,3,Sants-Montjuïc,17,Sants-Badal,2.1250335,41.3756241,426832.951,4580825.500,2000/01/01,2020/05/26
7680913,255128000_Taco,2.41,3,Sants-Montjuïc,17,Sants-Badal,2.1367060,41.3786353,427812.386,4581150.032,2000/01/01,
7680914,255128000_Taco,4.71,3,Sants-Montjuïc,17,Sants-Badal,2.1304284,41.3771500,427285.802,4580990.371,2000/01/01,
7680924,255128000_Taco,5.00,3,Sants-Montjuïc,17,Sants-Badal,2.1232697,41.3755832,426685.419,4580822.474,2000/01/01,2009/06/10
7680934,255128000_Taco,4.60,3,Sants-Montjuïc,17,Sants-Badal,2.1617405,41.3912453,429919.287,4582529.404,2000/01/01,2018/05/31
7680943,255128000_Taco,4.84,3,Sants-Montjuïc,17,Sants-Badal,2.1599905,41.3905400,429772.237,4582452.596,2000/01/01,2018/05/31
7680953,255128000_Taco,13.21,3,Sants-Montjuïc,17,Sants-Badal,2.1505352,41.3869871,428977.857,4582065.784,2000/01/01,2020/06/22
7680996,255128000_Taco,7.90,3,Sants-Montjuïc,17,Sants-Badal,2.1269870,41.3756014,426996.287,4580821.363,2000/01/01,2020/05/26
7685033,255128000_Taco,2.66,3,Sants-Montjuïc,17,Sants-Badal,2.1236185,41.3750386,426713.975,4580761.731,2000/01/01,2020/06/08
7685043,255128000_Taco,3.75,3,Sants-Montjuïc,17,Sants-Badal,2.1245705,41.3752335,426793.793,4580782.550,2000/01/01,2020/06/08
7685116,255128000_Taco,3.31,3,Sants-Montjuïc,17,Sants-Badal,2.1240623,41.3754601,426751.561,4580808.153,2000/01/01,2020/05/26
7685435,255128000_Taco,3.38,3,Sants-Montjuïc,17,Sants-Badal,2.1269353,41.3817721,426998.870,4581506.534,2000/01/01,2020/06/22
7685573,255128000_Taco,4.47,3,Sants-Montjuïc,17,Sants-Badal,2.1414812,41.4175484,428254.485,4585466.200,2000/01/01,2020/04/26
7685627,255128000_Taco,3.73,3,Sants-Montjuïc,17,Sants-Badal,2.1680593,41.3911005,430447.419,4582508.269,2000/01/01,2019/03/31
7685665,255128000_Taco,1.83,3,Sants-Montjuïc,17,Sants-Badal,2.1887601,41.4070157,432194.620,4584258.713,2000/01/01,2020/06/08
7680718,255128000_Taco,4.22,3,Sants-Montjuïc,17,Sants-Badal,2.1279784,41.3787647,427082.731,4581171.776,2000/01/01,
7680735,255128000_Taco,6.47,3,Sants-Montjuïc,17,Sants-Badal,2.1468937,41.3834009,428669.483,4581670.670,2000/01/01,
7680751,255128000_Taco,6.50,3,Sants-Montjuïc,17,Sants-Badal,2.1470259,41.3834703,428680.607,4581678.272,2000/01/01,
7680250,255128000_Taco,7.98,3,Sants-Montjuïc,17,Sants-Badal,2.1456770,41.3943930,428579.773,4582892.023,2000/01/01,2016/10/12
7680278,255128000_Taco,2.25,3,Sants-Montjuïc,17,Sants-Badal,2.1599201,41.4069474,429784.008,4584274.117,2000/01/01,2020/06/22
7680849,255128000_Taco,6.25,3,Sants-Montjuïc,17,Sants-Badal,2.1310181,41.3754614,427333.233,4580802.394,2000/01/01,2020/05/26
7672690,255128000_Taco,5.74,3,Sants-Montjuïc,17,Sants-Badal,2.1385788,41.3819771,427972.673,4581519.490,2000/01/01,2020/06/22
7679603,255128000_Taco,4.48,3,Sants-Montjuïc,17,Sants-Badal,2.1445487,41.3825873,428472.517,4581582.257,2000/01/01,2020/05/26
7679615,255128000_Taco,5.89,3,Sants-Montjuïc,17,Sants-Badal,2.1234021,41.3756561,426696.562,4580830.519,2000/01/01,
7679633,255128000_Taco,3.25,3,Sants-Montjuïc,17,Sants-Badal,2.1382643,41.3914831,427956.868,4582575.093,2000/01/01,2015/10/29
7679643,255128000_Taco,3.44,3,Sants-Montjuïc,17,Sants-Badal,2.1414050,41.3951762,428223.511,4582982.484,2000/01/01,
7679653,255128000_Taco,3.42,3,Sants-Montjuïc,17,Sants-Badal,2.1411445,41.3958762,428202.496,4583060.469,2000/01/01,2009/06/08
7679663,255128000_Taco,3.26,3,Sants-Montjuïc,17,Sants-Badal,2.1380948,41.3921694,427943.462,4582651.478,2000/01/01,2009/06/08
7679579,255128000_Taco,3.00,3,Sants-Montjuïc,17,Sants-Badal,2.1231540,41.3756621,426675.825,4580831.358,2000/01/01,
7679555,255128000_Taco,14.50,3,Sants-Montjuïc,17,Sants-Badal,2.1603670,41.3871087,429800.017,4582071.334,2000/01/01,2017/10/25
7679543,255128000_Taco,3.00,3,Sants-Montjuïc,17,Sants-Badal,2.1225151,41.3756755,426622.414,4580833.369,2000/01/01,
8524561,255128000_Taco,4.00,3,Sants-Montjuïc,17,Sants-Badal,2.1275635,41.3783807,427047.605,4581129.472,2009/06/09,
8524577,255128000_Taco,4.75,3,Sants-Montjuïc,17,Sants-Badal,2.1248008,41.3767700,426814.784,4580952.941,2009/06/09,
8525256,255128000_Taco,3.49,3,Sants-Montjuïc,17,Sants-Badal,2.1263119,41.3755122,426939.742,4580812.046,2009/06/11,2016/09/29
8525263,255128000_Taco,3.74,3,Sants-Montjuïc,17,Sants-Badal,2.1263053,41.3755055,426939.176,4580811.281,2009/06/11,2016/09/29
9160566,255128000_Taco,10.50,3,Sants-Montjuïc,17,Sants-Badal,2.1293691,41.3706336,427189.943,4580267.877,2018/04/05,2020/06/08
9160583,255128000_Taco,3.39,3,Sants-Montjuïc,17,Sants-Badal,2.1299258,41.3701308,427235.943,4580211.517,2018/04/05,2020/06/08
9160590,255128000_Taco,3.47,3,Sants-Montjuïc,17,Sants-Badal,2.1299600,41.3701043,427238.778,4580208.584,2018/04/05,2020/06/08
9160602,255128000_Taco,4.00,3,Sants-Montjuïc,17,Sants-Badal,2.1293936,41.3706970,427192.070,4580274.834,2018/04/05,2020/06/08
8841598,255128000_Taco,2.50,3,Sants-Montjuïc,17,Sants-Badal,2.1252181,41.3757544,426848.535,4580839.809,2015/10/30,
8953235,255128000_Taco,3.25,3,Sants-Montjuïc,17,Sants-Badal,2.1272285,41.3755023,427016.379,4580810.159,2016/09/30,
8953328,255128000_Taco,3.00,3,Sants-Montjuïc,17,Sants-Badal,2.1239476,41.3756434,426742.180,4580828.635,2016/09/30,2020/05/26
8953367,255128000_Taco,5.50,3,Sants-Montjuïc,17,Sants-Badal,2.1230928,41.3749256,426669.879,4580749.629,2016/09/30,2020/06/08
8953223,255128000_Taco,6.25,3,Sants-Montjuïc,17,Sants-Badal,2.1292054,41.3754844,427181.672,4580806.536,2000/01/01,2020/05/26
9038172,255128000_Taco,2.49,3,Sants-Montjuïc,17,Sants-Badal,2.1285771,41.3711095,427124.248,4580321.384,2017/06/06,2020/06/08
9038257,255128000_Taco,3.75,3,Sants-Montjuïc,17,Sants-Badal,2.1294160,41.3707232,427193.975,4580277.783,2017/06/06,2018/04/04
9036598,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1293145,41.3755336,427190.853,4580811.871,2017/06/06,2020/05/26
9036634,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1280856,41.3755605,427088.110,4580815.884,2017/06/06,2020/05/26
9036710,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1274278,41.3755748,427033.125,4580818.057,2017/06/06,2020/05/26
9036734,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1271297,41.3755802,427008.198,4580818.928,2017/06/06,2020/05/26
9037322,255128000_Taco,2.24,3,Sants-Montjuïc,17,Sants-Badal,2.1239154,41.3742262,426737.886,4580671.339,2017/06/06,2020/06/08
9037534,255128000_Taco,6.25,3,Sants-Montjuïc,17,Sants-Badal,2.1238521,41.3741921,426732.564,4580667.572,2017/06/06,2020/06/08
9037548,255128000_Taco,5.50,3,Sants-Montjuïc,17,Sants-Badal,2.1239004,41.3741268,426736.528,4580660.225,2017/06/06,2020/06/08
9037614,255128000_Taco,3.53,3,Sants-Montjuïc,17,Sants-Badal,2.1249633,41.3732429,426824.420,4580561.240,2017/06/06,2020/06/08
9037630,255128000_Taco,9.13,3,Sants-Montjuïc,17,Sants-Badal,2.1251306,41.3731523,426838.310,4580551.085,2017/06/06,2020/06/08
9038276,255128000_Taco,6.99,3,Sants-Montjuïc,17,Sants-Badal,2.1294043,41.3705707,427192.819,4580260.820,2017/06/06,2018/04/04
9038324,255128000_Taco,4.50,3,Sants-Montjuïc,17,Sants-Badal,2.1299271,41.3701304,427236.059,4580211.497,2017/06/06,2018/04/04
9039406,255128000_Taco,2.75,3,Sants-Montjuïc,17,Sants-Badal,2.1235608,41.3745473,426708.590,4580707.273,2017/06/06,
9187452,255128000_Taco,3.74,3,Sants-Montjuïc,17,Sants-Badal,2.1303142,41.3754532,427274.353,4580802.138,2000/01/01,2018/04/09
9187226,255128000_Taco,6.00,3,Sants-Montjuïc,17,Sants-Badal,2.1300311,41.3755221,427250.761,4580810.034,2018/04/10,2020/05/26
9187285,255128000_Taco,13.23,3,Sants-Montjuïc,18,Sants,2.1306868,41.3755201,427305.586,4580809.246,2018/04/10,2020/05/26
9187314,255128000_Taco,4.25,3,Sants-Montjuïc,18,Sants,2.1306935,41.3754126,427306.029,4580797.324,2000/01/01,2018/04/09
9187363,255128000_Taco,1.75,3,Sants-Montjuïc,18,Sants,2.1306290,41.3756498,427300.901,4580823.670,2018/04/10,
9187370,255128000_Taco,2.11,3,Sants-Montjuïc,18,Sants,2.1325848,41.3755253,427464.310,4580808.243,2000/01/01,2018/04/09
9187698,255128000_Taco,11.00,3,Sants-Montjuïc,18,Sants,2.1322347,41.3807813,427440.879,4581392.029,2017/09/14,2018/04/19
9187722,255128000_Taco,6.88,3,Sants-Montjuïc,18,Sants,2.1324648,41.3806713,427459.990,4581379.671,2000/01/01,2020/04/23
9187732,255128000_Taco,7.15,3,Sants-Montjuïc,18,Sants,2.1324506,41.3807103,427458.844,4581383.950,2000/01/01,2020/04/23
9188841,255128000_Taco,9.50,3,Sants-Montjuïc,18,Sants,2.1386915,41.3789535,427978.754,4581183.681,2018/04/25,
9188860,255128000_Taco,3.00,3,Sants-Montjuïc,18,Sants,2.1385052,41.3789639,427963.192,4581185.030,2018/04/25,
9188879,255128000_Taco,3.50,3,Sants-Montjuïc,18,Sants,2.1385165,41.3785618,427963.691,4581140.349,2018/04/25,
9191479,255128000_Taco,2.53,3,Sants-Montjuïc,18,Sants,2.1406131,41.3803794,428141.018,4581340.474,2018/04/25,
9191518,255128000_Taco,4.76,3,Sants-Montjuïc,18,Sants,2.1405686,41.3804373,428137.356,4581346.851,2000/01/01,2018/04/24
9191564,255128000_Taco,7.92,3,Sants-Montjuïc,18,Sants,2.1420560,41.3805865,428261.884,4581362.219,2000/01/01,2018/04/24
9188171,255128000_Taco,5.00,3,Sants-Montjuïc,18,Sants,2.1424289,41.3851912,428298.130,4581873.091,2000/01/01,2020/03/26
9188568,255128000_Taco,5.50,3,Sants-Montjuïc,18,Sants,2.1404291,41.3838799,428129.481,4581729.247,2018/04/20,
9188754,255128000_Taco,3.50,3,Sants-Montjuïc,18,Sants,2.1390686,41.3782441,428009.511,4581104.624,2018/04/25,
9191321,255128000_Taco,6.25,3,Sants-Montjuïc,18,Sants,2.1418923,41.3807178,428248.349,4581376.984,2000/01/01,2018/04/24
9191438,255128000_Taco,8.75,3,Sants-Montjuïc,18,Sants,2.1409649,41.3804703,428170.526,4581350.272,2018/04/25,
9194734,255128000_Taco,3.54,3,Sants-Montjuïc,18,Sants,2.1410609,41.3803861,428178.466,4581340.802,2018/04/25,
9194741,255128000_Taco,8.29,3,Sants-Montjuïc,18,Sants,2.1406400,41.3802830,428143.162,4581329.756,2018/04/25,
9194788,255128000_Taco,4.50,3,Sants-Montjuïc,18,Sants,2.1410380,41.3801224,428176.253,4581311.563,2018/04/25,
9194813,255128000_Taco,4.50,3,Sants-Montjuïc,18,Sants,2.1413115,41.3798688,428198.851,4581283.122,2018/04/25,
9191096,255128000_Taco,9.73,3,Sants-Montjuïc,18,Sants,2.1390131,41.3794409,428006.190,4581237.559,2018/04/25,
9195738,255128000_Taco,1.47,3,Sants-Montjuïc,18,Sants,2.1390343,41.3752390,428003.320,4580771.098,2000/01/01,2018/04/23
9189677,255128000_Taco,3.50,3,Sants-Montjuïc,18,Sants,2.1382128,41.3780785,427937.769,4581086.981,2018/04/25,
9021692,255128000_Taco,6.16,3,Sants-Montjuïc,18,Sants,2.1353329,41.3754090,427693.987,4580792.984,2017/04/08,2020/05/26
9023470,255128000_Taco,8.47,3,Sants-Montjuïc,18,Sants,2.1386099,41.3789368,427971.912,4581181.936,2017/04/01,2018/04/24
9023583,255128000_Taco,5.50,3,Sants-Montjuïc,18,Sants,2.1389751,41.3794098,428002.975,4581234.152,2017/04/01,2018/04/24
9023518,255128000_Taco,2.90,3,Sants-Montjuïc,18,Sants,2.1392081,41.3781101,428021.036,4581089.624,2017/04/01,2018/04/24
9059746,255128000_Taco,6.44,3,Sants-Montjuïc,18,Sants,2.1349464,41.3755345,427661.808,4580807.265,2016/05/02,2018/04/16
8951736,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1325040,41.3754674,427457.489,4580801.905,2016/09/30,2020/05/26
8951749,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1324544,41.3754687,427453.341,4580802.050,2016/09/30,2020/05/26
8951776,255128000_Taco,6.02,3,Sants-Montjuïc,18,Sants,2.1334493,41.3754506,427536.523,4580799.174,2016/09/30,2020/05/26
8839682,255128000_Taco,4.83,3,Sants-Montjuïc,18,Sants,2.1363416,41.3819554,427785.580,4581518.916,2000/01/01,2015/07/31
8843757,255128000_Taco,15.50,3,Sants-Montjuïc,18,Sants,2.1422802,41.3842889,428284.705,4581773.096,2015/11/18,
9078009,255128000_Taco,7.02,3,Sants-Montjuïc,18,Sants,2.1423787,41.3824231,428290.893,4581565.882,2000/01/01,2017/07/14
9078972,255128000_Taco,5.00,3,Sants-Montjuïc,18,Sants,2.1423419,41.3838488,428289.381,4581724.126,2000/01/01,2017/07/14
9079019,255128000_Taco,5.18,3,Sants-Montjuïc,18,Sants,2.1423799,41.3844455,428293.216,4581790.399,2000/01/01,2017/07/14
9079075,255128000_Taco,8.08,3,Sants-Montjuïc,18,Sants,2.1422526,41.3826504,428280.602,4581591.154,2000/01/01,2017/07/14
9079094,255128000_Taco,7.32,3,Sants-Montjuïc,18,Sants,2.1422598,41.3826992,428281.252,4581596.565,2000/01/01,2017/07/14
9079122,255128000_Taco,7.48,3,Sants-Montjuïc,18,Sants,2.1422389,41.3823508,428279.118,4581557.926,2017/07/15,
9105856,255128000_Taco,3.33,3,Sants-Montjuïc,18,Sants,2.1293881,41.3793454,427201.245,4581235.029,2000/01/01,2017/09/13
9105650,255128000_Taco,2.44,3,Sants-Montjuïc,18,Sants,2.1336219,41.3809975,427557.106,4581414.854,2017/09/14,2018/04/19
9105583,255128000_Taco,11.81,3,Sants-Montjuïc,18,Sants,2.1323003,41.3807994,427446.383,4581393.958,2017/09/14,2020/04/23
8526084,255128000_Taco,3.08,3,Sants-Montjuïc,18,Sants,2.1398416,41.3823849,428078.708,4581563.762,2009/06/16,2016/08/22
8526396,255128000_Taco,2.46,3,Sants-Montjuïc,18,Sants,2.1336143,41.3810132,427556.489,4581416.583,2000/01/01,2017/09/13
8526401,255128000_Taco,2.46,3,Sants-Montjuïc,18,Sants,2.1336146,41.3810153,427556.518,4581416.844,2009/06/16,2017/09/13
8526774,255128000_Taco,6.31,3,Sants-Montjuïc,18,Sants,2.1349462,41.3755377,427661.793,4580807.640,2009/06/16,2020/04/23
8526786,255128000_Taco,7.35,3,Sants-Montjuïc,18,Sants,2.1349583,41.3754960,427662.756,4580803.019,2009/06/16,2020/04/23
8527731,255128000_Taco,3.01,3,Sants-Montjuïc,18,Sants,2.1361299,41.3755441,427760.782,4580807.401,2000/01/01,2009/06/08
8640725,255128000_Taco,1.50,3,Sants-Montjuïc,18,Sants,2.1350163,41.3747257,427666.758,4580717.415,2011/04/13,2016/09/29
7798609,255128000_Taco,5.75,3,Sants-Montjuïc,18,Sants,2.1337681,41.3754430,427563.175,4580798.123,2000/01/01,2016/09/29
7798645,255128000_Taco,3.00,3,Sants-Montjuïc,18,Sants,2.1348322,41.3754201,427652.126,4580794.661,2000/01/01,2018/04/16
7798657,255128000_Taco,6.84,3,Sants-Montjuïc,18,Sants,2.1349530,41.3755119,427662.333,4580804.753,2000/01/01,2018/04/16
7798711,255128000_Taco,4.00,3,Sants-Montjuïc,18,Sants,2.1350792,41.3752811,427672.629,4580778.985,2000/01/01,2015/05/28
7798731,255128000_Taco,4.91,3,Sants-Montjuïc,18,Sants,2.1354978,41.3752990,427707.660,4580780.653,2000/01/01,2016/09/29
7803553,255128000_Taco,3.97,3,Sants-Montjuïc,18,Sants,2.1376835,41.3772832,427892.622,4580999.088,2000/01/01,2019/09/04
7799365,255128000_Taco,2.50,3,Sants-Montjuïc,18,Sants,2.1361581,41.3752979,427762.873,4580780.020,2000/01/01,2018/04/23
7804118,255128000_Taco,1.77,3,Sants-Montjuïc,18,Sants,2.1389886,41.3754007,427999.679,4580789.046,2000/01/01,2018/04/23
7798281,255128000_Taco,5.18,3,Sants-Montjuïc,18,Sants,2.1325419,41.3754679,427460.658,4580801.920,2000/01/01,2016/09/29
7798309,255128000_Taco,2.11,3,Sants-Montjuïc,18,Sants,2.1325752,41.3755479,427463.535,4580810.750,2000/01/01,2018/04/09
7798338,255128000_Taco,3.56,3,Sants-Montjuïc,18,Sants,2.1306374,41.3756052,427301.552,4580818.690,2000/01/01,2018/04/09
7792331,255128000_Taco,7.49,3,Sants-Montjuïc,18,Sants,2.1401636,41.3822619,428105.492,4581549.746,2000/01/01,
7799403,255128000_Taco,3.83,3,Sants-Montjuïc,18,Sants,2.1306821,41.3754364,427305.099,4580799.942,2000/01/01,2018/04/09
7803458,255128000_Taco,3.42,3,Sants-Montjuïc,18,Sants,2.1380449,41.3779994,427923.643,4581078.311,2000/01/01,
7803474,255128000_Taco,4.99,3,Sants-Montjuïc,18,Sants,2.1382160,41.3780293,427937.983,4581081.502,2000/01/01,2018/04/24
7803484,255128000_Taco,5.82,3,Sants-Montjuïc,18,Sants,2.1382015,41.3777049,427936.404,4581045.536,2000/01/01,
7803507,255128000_Taco,6.59,3,Sants-Montjuïc,18,Sants,2.1381754,41.3775570,427934.068,4581029.089,2000/01/01,
7803540,255128000_Taco,3.50,3,Sants-Montjuïc,18,Sants,2.1382804,41.3774822,427942.757,4581020.736,2000/01/01,2019/09/04
7803547,255128000_Taco,1.50,3,Sants-Montjuïc,18,Sants,2.1376964,41.3774139,427893.850,4581013.635,2000/01/01,
7803574,255128000_Taco,2.50,3,Sants-Montjuïc,18,Sants,2.1377603,41.3772346,427898.993,4580993.707,2000/01/01,2019/09/04
7803579,255128000_Taco,2.50,3,Sants-Montjuïc,18,Sants,2.1379108,41.3773149,427911.668,4581002.452,2000/01/01,
7803594,255128000_Taco,3.50,3,Sants-Montjuïc,18,Sants,2.1378594,41.3773754,427907.436,4581009.232,2000/01/01,
7792946,255128000_Taco,9.74,3,Sants-Montjuïc,18,Sants,2.1409186,41.3804463,428166.625,4581347.557,2000/01/01,2018/04/24
7792985,255128000_Taco,7.50,3,Sants-Montjuïc,18,Sants,2.1398743,41.3825150,428081.587,4581578.128,2000/01/01,
7804507,255128000_Taco,6.02,3,Sants-Montjuïc,18,Sants,2.1398555,41.3753180,428072.090,4580779.147,2000/01/01,2020/05/26
7804554,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1377874,41.3753606,427899.190,4580785.573,2000/01/01,2020/05/26
7804566,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1389147,41.3753373,427993.431,4580782.107,2000/01/01,2020/05/26
7804593,255128000_Taco,1.47,3,Sants-Montjuïc,18,Sants,2.1390284,41.3752666,428002.860,4580774.132,2000/01/01,2018/04/23
7792820,255128000_Taco,6.50,3,Sants-Montjuïc,18,Sants,2.1426654,41.3800887,428312.307,4581306.422,2000/01/01,
7798773,255128000_Taco,8.13,3,Sants-Montjuïc,18,Sants,2.1355943,41.3754850,427715.930,4580801.242,2000/01/01,
7798803,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1359306,41.3757942,427744.397,4580835.275,2000/01/01,
7798827,255128000_Taco,4.92,3,Sants-Montjuïc,18,Sants,2.1360848,41.3758047,427757.301,4580836.345,2000/01/01,
7798844,255128000_Taco,3.01,3,Sants-Montjuïc,18,Sants,2.1361359,41.3755129,427761.258,4580803.917,2000/01/01,2009/06/08
7798868,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1363410,41.3753866,427778.258,4580789.720,2000/01/01,2020/05/26
7798892,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1369070,41.3753767,427825.592,4580788.130,2000/01/01,2020/05/26
7798904,255128000_Taco,3.19,3,Sants-Montjuïc,18,Sants,2.1366569,41.3762733,427805.668,4580887.877,2000/01/01,2018/04/23
7798916,255128000_Taco,2.92,3,Sants-Montjuïc,18,Sants,2.1365240,41.3762826,427794.558,4580889.000,2000/01/01,
7798933,255128000_Taco,4.09,3,Sants-Montjuïc,18,Sants,2.1364860,41.3763623,427791.474,4580897.896,2000/01/01,
7798940,255128000_Taco,3.41,3,Sants-Montjuïc,18,Sants,2.1361282,41.3760376,427761.193,4580862.108,2000/01/01,
7798956,255128000_Taco,2.28,3,Sants-Montjuïc,18,Sants,2.1361687,41.3759630,427764.490,4580853.801,2000/01/01,
7798972,255128000_Taco,2.00,3,Sants-Montjuïc,18,Sants,2.1359684,41.3760658,427747.860,4580865.438,2000/01/01,
7798981,255128000_Taco,2.73,3,Sants-Montjuïc,18,Sants,2.1365350,41.3765555,427795.781,4580919.302,2000/01/01,
7798991,255128000_Taco,3.88,3,Sants-Montjuïc,18,Sants,2.1366667,41.3765153,427806.749,4580914.766,2000/01/01,
7792878,255128000_Taco,6.17,3,Sants-Montjuïc,18,Sants,2.1422419,41.3823834,428279.406,4581561.534,2000/01/01,2017/07/14
7793150,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1418874,41.3807127,428247.931,4581376.350,2000/01/01,2018/04/24
7793162,255128000_Taco,8.10,3,Sants-Montjuïc,18,Sants,2.1421173,41.3805929,428267.019,4581362.898,2000/01/01,2018/04/24
7798761,255128000_Taco,6.00,3,Sants-Montjuïc,18,Sants,2.1357192,41.3754026,427726.286,4580792.014,2000/01/01,2020/05/26
7793341,255128000_Taco,5.00,3,Sants-Montjuïc,18,Sants,2.1401288,41.3821156,428102.433,4581533.543,2000/01/01,2009/06/15
7798132,255128000_Taco,5.58,3,Sants-Montjuïc,18,Sants,2.1308198,41.3755041,427316.690,4580807.299,2000/01/01,2020/05/26
7798144,255128000_Taco,6.09,3,Sants-Montjuïc,18,Sants,2.1307674,41.3755079,427312.317,4580807.786,2000/01/01,2018/04/09
7785779,255128000_Taco,4.98,3,Sants-Montjuïc,18,Sants,2.1294274,41.3795464,427204.761,4581257.323,2000/01/01,2017/09/13
7785292,255128000_Taco,2.47,3,Sants-Montjuïc,18,Sants,2.1336058,41.3810336,427555.797,4581418.870,2000/01/01,2018/04/19
7785392,255128000_Taco,3.87,3,Sants-Montjuïc,18,Sants,2.1293755,41.3794103,427200.274,4581242.189,2000/01/01,2017/09/13
7791582,255128000_Taco,7.00,3,Sants-Montjuïc,18,Sants,2.1392736,41.3830282,428031.925,4581635.572,2000/01/01,
7791612,255128000_Taco,5.05,3,Sants-Montjuïc,18,Sants,2.1398562,41.3823955,428079.935,4581564.844,2000/01/01,2009/06/15
7791619,255128000_Taco,4.74,3,Sants-Montjuïc,18,Sants,2.1398375,41.3823849,428078.363,4581563.714,2000/01/01,2016/08/31
7791635,255128000_Taco,2.36,3,Sants-Montjuïc,18,Sants,2.1375876,41.3824764,427890.345,4581575.784,2000/01/01,
7791698,255128000_Taco,5.00,3,Sants-Montjuïc,18,Sants,2.1406683,41.3805551,428145.820,4581359.903,2000/01/01,
7791708,255128000_Taco,2.50,3,Sants-Montjuïc,18,Sants,2.1406773,41.3805369,428146.550,4581357.890,2000/01/01,2009/06/15
7791725,255128000_Taco,3.58,3,Sants-Montjuïc,18,Sants,2.1403839,41.3804043,428121.875,4581343.344,2000/01/01,2018/04/24
7791732,255128000_Taco,4.62,3,Sants-Montjuïc,18,Sants,2.1406207,41.3804513,428141.726,4581348.458,2000/01/01,2018/04/24
7791778,255128000_Taco,5.35,3,Sants-Montjuïc,18,Sants,2.1403745,41.3801995,428120.868,4581320.676,2000/01/01,2018/04/24
7791848,255128000_Taco,7.01,3,Sants-Montjuïc,18,Sants,2.1392911,41.3833518,428033.744,4581671.540,2000/01/01,2018/04/19
7791864,255128000_Taco,7.02,3,Sants-Montjuïc,18,Sants,2.1393349,41.3833757,428037.440,4581674.150,2000/01/01,2018/04/19
7791892,255128000_Taco,10.77,3,Sants-Montjuïc,18,Sants,2.1421886,41.3826067,428275.188,4581586.407,2000/01/01,2020/03/26
7791929,255128000_Taco,4.93,3,Sants-Montjuïc,18,Sants,2.1421462,41.3809881,428269.865,4581406.737,2000/01/01,2020/03/26
7792065,255128000_Taco,7.00,3,Sants-Montjuïc,18,Sants,2.1418468,41.3809213,428244.769,4581399.554,2000/01/01,2020/03/26
7792079,255128000_Taco,7.00,3,Sants-Montjuïc,18,Sants,2.1403396,41.3821170,428120.062,4581533.528,2000/01/01,
7784691,255128000_Taco,11.80,3,Sants-Montjuïc,18,Sants,2.1322966,41.3807984,427446.069,4581393.857,2000/01/01,2017/09/13
